smiles,pka,marvin_pKa_type
NS(=O)(=O)c1ccc(SCCO)cc1,9.27,acidic
NS(=O)(=O)c1ccc(SCCO)s1,9.46,acidic
NS(=O)(=O)c1ccc([PH](=O)(=O)O)cc1,6.38,acidic
NS(=O)(=O)c1cccc(C(F)(F)F)c1,8.98,acidic
NS(=O)(=O)c1cccc(Cl)c1,9.04,acidic
NS(=O)(=O)c1ccccc1,9.7,acidic
NS(=O)(=O)c1n[nH]c(=NS(=O)(=O)c2ccccc2)s1,3.2,basic
NS(=O)(=O)c1nc2ccccc2s1,7.8,acidic
NS(=O)(=O)c1nccs1,8.25,acidic
NS(=O)(=O)c1nn2c(=O)n(CCCl)c(=O)nc2s1,7.1,acidic
NS(=O)(=O)c1nn2cc(-c3ccccc3)nc2s1,7.12,acidic
N[C@@H]1CCCC[C@@H]1O,9.72,basic
N[C@@H]1CCC[C@@H]1O,9.7,basic
N[C@@H]1CCC[C@H](O)C1,10.05,basic
N[C@@H]1C[C@@H]1c1ccccc1,8.47,basic
N[C@@H]1C[C@H]1c1ccccc1,8.2,basic
N[C@@H]1C[C@]1(F)c1ccc(C(F)(F)F)cc1,6.6,basic
N[C@@H]1C[C@]1(F)c1ccc(Cl)cc1,6.81,basic
N[C@@H]1C[C@]1(F)c1ccc(F)cc1,6.88,basic
N[C@@H]1C[C@]1(F)c1ccccc1,6.98,basic
N[C@H](COCc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccccc1,7.93,basic
N[C@H](c1ccccc1)[C@H](O)c1ccccc1,10.46,basic
N[C@H]1CCCCC[C@@H]1O,9.35,basic
N[C@H]1CCCC[C@@H]1O,9.35,basic
N[C@H]1CCC[C@@H]1O,9.28,basic
N[C@H]1CCC[C@H](O)C1,10.1,basic
N[C@H]1CCc2ccccc21,9.21,basic
N[C@H]1C[C@@H]1c1ccccc1,8.5,basic
N[C@H]1C[C@@]1(F)c1ccccc1,7.2,basic
N[C@H]1C[C@]1(F)c1ccc(C(F)(F)F)cc1,7,basic
N[C@H]1C[C@]1(F)c1ccc(Cl)cc1,7.19,basic
N[C@H]1C[C@]1(F)c1ccc(F)cc1,7.31,basic
N[C@H]1C[C@]1(F)c1ccccc1,7.35,basic
N[C@]1(c2ccccc2)C[C@]1(F)c1ccccc1,5.8,basic
Nc1[nH]c(=O)[n+]([C@@H]2C[C@@H](O)[C@H](CO)O2)cc1CO,3.55,acidic
Nc1[nH]c(S)[nH+]c(=O)c1C1=CCCCC1,7.11,acidic
Nc1[nH]cnc(=S)c1N,2.21,basic
Nc1c(CC(=O)O)cccc1C(=O)c1ccc(Br)cc1,4.3,acidic
Nc1cc(Br)cc(Br)c1,2.49,basic
Nc1cc(O)[nH]c1O,9,acidic
Nc1cc(O)n(CCCCC(N)C(=O)O)c1O,9.5,basic
Nc1cc(O)n(CCCCC(N)C(=O)O)c1O,6,basic
Nc1cc(S(N)(=O)=O)ccc1S(=O)(=O)CCCO,9.15,acidic
Nc1cc(S(N)(=O)=O)ccc1S(=O)(=O)CCO,9.5,acidic
Nc1cc2c(cc1Br)CCCC2,3.05,basic
Nc1ccc(-c2ccccc2)cc1,4.38,basic
Nc1ccc(Br)cc1,3.79,basic
Nc1ccc(Br)cc1Br,2.3,basic
Nc1ccc(C(=O)O)c(Cl)c1,3.905,acidic
Nc1ccc(C(=O)O)c(F)c1,4.13,acidic
Nc1ccc(C(=O)O)cc1Br,4.275,acidic
Nc1ccc(C(=O)O)cc1C(=O)c1ccccc1,4.34,acidic
Nc1ccc(C(=O)O)cc1Cl,4.35,acidic
Nc1ccc(C(=O)O)cc1F,4.35,acidic
Nc1ccc(C(=O)O)cc1I,4.34,acidic
Nc1ccc(C(=O)c2ccccc2)cc1,2.24,basic
Nc1ccc(C(F)(F)F)cc1,2.57,basic
Nc1ccc(Cl)c2ccccc12,3.4,basic
Nc1ccc(Cl)cc1,3.975,basic
Nc1ccc(Cl)cc1N,4.3,basic
Nc1ccc(F)cc1,4.645,basic
Nc1ccc(I)cc1,3.79,basic
Nc1ccc(N2CCc3ccccc3C2)nc1,5.8,basic
Nc1ccc(N=Nc2ccccc2)cc1,2.82,basic
Nc1ccc(S(=O)(=O)N=c2[nH]cccc2O)cc1,7.6,acidic
Nc1ccc(S(=O)(=O)N=c2[nH]cco2)cc1,6.5,acidic
Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)c(Cl)c1,6.95,acidic
Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,7.243333,acidic
Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1N=Nc1ccccc1,5.85,acidic
Nc1ccc(S(=O)(=O)N=c2[nH]ncs2)cc1,3.46,acidic
Nc1ccc(S(=O)(=O)N=c2cc[nH]cn2)cc1,6.17,basic
Nc1ccc(S(=O)(=O)N=c2ccc(N)c[nH]2)cc1,8.47,acidic
Nc1ccc(S(=O)(=O)N=c2ccc(O)c[nH]2)cc1,7.5,acidic
Nc1ccc(S(=O)(=O)N=c2cccc[nH]2)cc1,8.535,acidic
Nc1ccc(S(=O)(=O)N=c2cccn[nH]2)cc1,7.06,acidic
Nc1ccc(S(=O)(=O)N=c2cncc[nH]2)cc1,6.04,acidic
Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,6.442,acidic
Nc1ccc(S(=O)(=O)c2ccc(C(=O)O)cc2)cc1,3.6,acidic
Nc1ccc2[nH]c(=O)[nH]c2c1,5,basic
Nc1ccc2[nH]c(CCc3ccccc3)nc2c1,7.2,basic
Nc1ccc2[nH]c(Cc3ccccc3)nc2c1,6.4,basic
Nc1ccc2[nH]cnc2c1,6.11,basic
Nc1ccc2[nH]ncc2c1,5.15,basic
Nc1ccc2c(Cl)c3ccccc3nc2c1,6.74,basic
Nc1ccc2c(c1)-c1c(ccc3ccccc13)C2,4.67,basic
Nc1ccc2c(c1)-c1ccccc1C2,4.68,basic
Nc1ccc2c(c1)CCC2,5.35,basic
Nc1ccc2c(c1)CCCC2,5.2,basic
Nc1ccc2c(c1)Cc1c(F)cccc1-2,3.54,basic
Nc1ccc2c(c1Br)CCCC2,3.05,basic
Nc1ccc2c[nH]nc2c1,4.355,basic
Nc1ccc2cc3c(ccc4ccccc43)nc2c1,7.42,basic
Nc1ccc2cc3cc(Cl)ccc3nc2c1,6.95,basic
Nc1ccc2cc3ccc(Cl)cc3nc2c1,7.26,basic
Nc1ccc2cc3ccc(N)cc3nc2c1,9.65,basic
Nc1ccc2cc3ccc4ccccc4c3nc2c1,6.72,basic
Nc1ccc2cc3ccccc3nc2c1,8.04,basic
Nc1ccc2cccnc2c1,6.65,basic
Nc1ccc2ccnnc2c1,4.85,basic
Nc1ccc2cnc3ccccc3c2c1,6.88,basic
Nc1ccc2cnccc2c1,7.17,basic
Nc1ccc2cncnc2c1,4.6,basic
Nc1ccc2nc3ccccc3nc2c1,4.52,basic
Nc1ccc2nccnc2c1,2.95,basic
Nc1ccc2ncncc2c1,3.29,basic
Nc1ccc2nnc3ccccc3c2c1,6.68,basic
Nc1ccc2nnccc2c1,5.04,basic
Nc1cccc(-c2ccccc2)c1,4.28,basic
Nc1cccc(-c2nc3ccccc3s2)c1,3.4,basic
Nc1cccc(Br)c1,3.41,basic
Nc1cccc(C(F)(F)F)c1,3.49,basic
Nc1cccc(Cl)c1,3.59,basic
Nc1cccc(F)c1,3.495,basic
Nc1cccc(I)c1,3.59,basic
Nc1cccc(N=c2c3ccccc3[nH]c3ccccc23)c1,7.58,basic
Nc1cccc2[nH]c(Cc3ccccc3)nc12,8.6,basic
Nc1cccc2[nH]ncc12,3.29,basic
Nc1cccc2c1CCCC2,4.5,basic
Nc1cccc2c[nH]nc12,3.05,basic
Nc1cccc2cc3ccccc3nc12,4.4,basic
Nc1cccc2ccccc12,3.92,basic
Nc1cccc2cccnc12,4.01,basic
Nc1cccc2ccncc12,6.06,basic
Nc1cccc2ccnnc12,3.68,basic
Nc1cccc2cncnc12,2.81,basic
Nc1cccc2nc3ccccc3cc12,6.04,basic
Nc1cccc2ncccc12,5.46,basic
Nc1cccc2nccnc12,2.62,basic
Nc1cccc2ncncc12,3.57,basic
Nc1cccc2nnccc12,2.7,basic
Nc1ccccc1,4.6,basic
Nc1ccccc1-c1ccccc1,3.81,basic
Nc1ccccc1-c1nc2ccccc2s1,2.6,basic
Nc1ccccc1Br,2.4,basic
Nc1ccccc1C(=O)O,4.87,acidic
Nc1ccccc1Cl,2.64,basic
Nc1ccccc1F,3.08,basic
Nc1ccccc1N,4.43,basic
Nc1cccnc1,6.055,basic
Nc1cccnc1C(=O)O,7.18,acidic
Nc1cccnc1N1CCc2ccccc2C1,5,basic
Nc1cn[nH]c1,5.57,basic
Nc1cnc2cc3ccccc3cc2c1,4.78,basic
Nc1cncc2ccccc12,6.28,basic
Nc1cncn1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,6.05,basic
O=C(C(=NO)c1ccccc1)c1ccccc1,9.4,acidic
O=C(C1CCN(c2ccncc2)CC1)N1CCN(S(=O)(=O)c2ccc(Br)cc2)CC1,9.2,basic
O=C(C1CCN(c2ccncc2F)CC1)N1CCN(S(=O)(=O)c2ccc(C(F)(F)F)cc2)CC1,6.7,basic
O=C(C1CCN(c2ccncn2)CC1)N1CCN(S(=O)(=O)c2ccc(Br)cc2)CC1,6.1,basic
O=C(C1C[C@@H]1c1ccccc1)N1CCC(N2CCCC2)CC1,9.3,basic
O=C(C1C[C@@H]1c1ccccc1)N1CCC(N2CCCCC2)CC1,9.3,basic
O=C(C=Cc1c[nH]cn1)OCCCl,4.8,basic
O=C(C=NO)CCl,7.9,acidic
O=C(C=NO)c1ccccc1,8.31,acidic
O=C(CC(=O)C(F)(F)F)c1ccccc1,6.3,acidic
O=C(CC(=O)C(F)(F)F)c1cccs1,6.31,acidic
O=C(CC(=O)c1ccccc1)Nc1ccccc1,9.54,acidic
O=C(CC(CO[N+](=O)[O-])O[N+](=O)[O-])Oc1ccccc1C(=O)O,3.69,acidic
O=C(CC1c2ccccc2-c2ccccc21)NC(Cc1cc2ccc(F)cc2[nH]1)C(=O)O,3.9,acidic
O=C(CCC(CO[N+](=O)[O-])O[N+](=O)[O-])Oc1ccccc1C(=O)O,3.69,acidic
O=C(CCCC(CO[N+](=O)[O-])O[N+](=O)[O-])Oc1ccccc1C(=O)O,3.69,acidic
O=C(CCCCC(CO[N+](=O)[O-])O[N+](=O)[O-])Oc1ccccc1C(=O)O,3.69,acidic
O=C(CCCCCCO[N+](=O)[O-])Oc1ccccc1C(=O)O,3.69,acidic
O=C(CCCCCO[N+](=O)[O-])Oc1ccccc1C(=O)O,3.69,acidic
O=C(CCCCN1CCOCC1)c1ccccc1,7.5,basic
O=C(CCCCO[N+](=O)[O-])Oc1ccccc1C(=O)O,3.69,acidic
O=C(CCCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1)NS(=O)(=O)c1ccccc1,5.12,acidic
O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,8.621,basic
O=C(CCCN1CCC(O)(c2ccccc2)CC1)c1ccccc1,8.4,basic
O=C(CCCN1CCOCC1)c1ccccc1,7.26,basic
O=C(CCCO[N+](=O)[O-])Oc1ccccc1C(=O)O,3.69,acidic
O=C(CCN1CCCCC1)c1ccccc1,9.23,basic
O=C(CCN1CCOCC1)C(c1ccccc1)c1ccccc1,6.39,basic
O=C(CCN1CCOCC1)c1cccc(Br)c1,6.8,basic
O=C(CCN1CCOCC1)c1ccccc1,6.5,basic
O=C(CCNCCC(=O)c1ccccc1)c1ccccc1,8.69,basic
O=C(CCO[N+](=O)[O-])Oc1ccccc1C(=O)O,3.69,acidic
O=C(CCS(=O)(=O)c1ccc2cc(Cl)ccc2c1)N1CCC(c2c[nH]cn2)CC1,6.9,basic
O=C(CCS(=O)(=O)c1ccc2cc(Cl)ccc2c1)N1CCC(c2cnc3ccccn23)CC1,5.9,basic
O=C(CCS(=O)(=O)c1ccc2cc(Cl)ccc2c1)N1CCC(c2cnc3n2CCCC3)CC1,8.2,basic
O=C(CCc1c(Cl)cccc1Cl)NC(Cc1cc2ccc(F)cc2[nH]1)C(=O)O,3.9,acidic
O=C(CCl)N=c1[nH]nc(-c2ccccc2)s1,6.9,acidic
O=C(CN1CCC(S(=O)(=O)c2ccccc2)CC1)c1ccc(F)cc1F,6.3,basic
O=C(CN1CCCCC1)NCc1ccccc1,7.71,basic
O=C(CN1CCCCC1)Nc1ccccc1,7.85,basic
O=C(CN1CCOCC1)NCc1ccccc1,4.98,basic
O=C(CN1CCOCC1)c1ccccc1,5.97,basic
O=C(CNC(=O)c1[nH]ccc(=O)c1O)NCc1ccccc1,6.2,acidic
O=C(Cc1ccncc1)c1ccccc1,4.19,basic
O=C(Cc1ccc2ccc3cccnc3c2n1)c1ccccc1,4.4,basic
O=C(Cc1cccc2ccccc12)NC(Cc1cc2ccc(F)cc2[nH]1)C(=O)O,3.91,acidic
O=C(Cc1ccccc1)C(CN1CCOCC1)c1ccccc1,6.17,basic
O=C(Cc1ccccc1)NC1CCN(CCCN2C(=O)COc3ccccc32)CC1,7.9,basic
O=C(Cc1ccccc1Nc1c(Cl)cccc1Cl)OCCCCN1CCOCC1,8.4,basic
O=C(Cc1ccccc1Nc1c(Cl)cccc1Cl)OCCCN1CCOCC1,7.99,basic
O=C(Cc1ccccc1Nc1c(Cl)cccc1Cl)OCCN1CCOCC1,7.52,basic
O=C(Cc1ccccn1)c1ccccc1,4.675,basic
O=C(Cc1cccnc1)c1ccccc1,6.5,basic
O=C(Cc1ccncc1)c1ccccc1,5.42,basic
O=C(N1CCC(c2ccncc2)CC1)N1CCN(S(=O)(=O)c2ccc(Cl)cc2)CC1,5.8,basic
O=C(N1CCN(c2ccncc2Cl)CC1)N1CCN(S(=O)(=O)c2ccc(Cl)cc2)CC1,5.8,basic
O=C(N1CCOCC1)N1CCC(Oc2ccc3c(c2)CCN(C2CCC2)CC3)CC1,9.2,basic
O=C(N=CCc1ccccn1)C1CCCC1C(=O)N1CCCC1,4.4,basic
O=C(N=CCc1cccnc1)C1CCCC1C(=O)N1CCCC1,4.4,basic
O=C(N=CCc1ccncc1)C1CCCC1C(=O)N1CCCC1,4.4,basic
O=C(N=Cc1ccccn1)C1CCCC1C(=O)N1CCCC1,4.4,basic
O=C(N=Cc1cccnc1)C1CCCC1C(=O)N1CCCC1,4.4,basic
O=C(N=Cc1ccncc1)C1CCCC1C(=O)N1CCCC1,4.4,basic
O=C(N=c1[nH]nc(-c2ccccc2)s1)c1ccccc1,6.8,acidic
O=C(N=c1cccc2[nH]ccn12)N1CCN(Cc2cccc(Oc3ccc(Cl)cc3)c2)CC1,6.8,basic
O=C(N=c1cccc[nH]1)c1ccccc1,3.33,basic
O=C(NC(Cc1cc2ccc(F)cc2[nH]1)C(=O)O)c1ccc2ccccc2c1,3.92,acidic
O=C(NC(Cc1ccc(C#CCCN=c2cccc[nH]2)cc1)C(=O)O)c1c(Cl)cccc1Cl,6.7,acidic
O=C(NC(Cc1ccc(CCCCN=c2cccc[nH]2)cc1)C(=O)O)c1c(Cl)cccc1Cl,7.2,acidic
O=C(NC(Cc1ccccc1)C(=O)NCc1ccccc1)c1[nH]ccc(=O)c1O,6,acidic
O=C(NC1CCC(N2CCCCC2)CC1)C1C[C@@H]1c1ccccc1,9.6,basic
O=C(NC1CCN(CCc2c[nH]c3ccccc23)CC1)c1ccccc1,7.7,basic
O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,9.295,basic
O=C(NCCCCN1CCN(c2cccc(OCCF)c2)CC1)c1ccc2nonc2c1,7.47,basic
O=C(NCCCCN1CCN(c2ccccc2OCCF)CC1)c1ccc2nonc2c1,7.78,basic
O=C(NCCCN1CCOCC1)c1ccc(Cl)cc1,6.81,basic
O=C(NCCCNC1CCCCC1)C1C[C@@H]1c1ccccc1,10.3,basic
O=C(NCCN1CCCC1)C1C[C@@H]1c1ccccc1,9.2,basic
O=C(NCCN1CCN(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,6.46,basic
O=C(NCCN1CCN(c2noc3ccccc23)CC1)c1ccc(F)cc1,6.43,basic
O=C(NCCN1CCOCC1)c1ccc(Cl)cc1,6.255,basic
O=C(NCc1ccc(S(=O)(=O)c2cc(F)cc(F)c2)cc1)c1ccc2nccn2c1,5.3,basic
O=C(NNc1ccc(Br)cc1)c1ccncc1,4.03,basic
O=C(NOCCO)c1ccc2cncn2c1Nc1ccc(I)cc1F,4.3,basic
O=C(N[C@H]1C[C@@H]2CC[C@H](C1)N2Cc1ccccc1)c1cccc2c1OCCO2,8.68,basic
O=C(Nc1cc(Cl)ccc1O)OCC(Cl)Cl,10.4,acidic
O=C(Nc1cc(Cl)ccc1O)Oc1cccc(C(F)(F)F)c1,8.97,acidic
O=C(Nc1cc(Cl)ccc1O)Oc1cccc(Cl)c1,9.02,acidic
O=C(Nc1cc(Cl)ccc1O)Oc1ccccc1,10,acidic
O=C(Nc1ccc(Br)cc1C(=O)O)c1cccc(S(=O)(=O)N2CCOCC2)c1,2.79,acidic
O=C(Nc1ccc(Cl)cc1C(=O)O)c1cccc(S(=O)(=O)N2CCOCC2)c1,2.81,acidic
O=C(Nc1ccc(F)cc1C(=O)O)c1cccc(S(=O)(=O)N2CCOCC2)c1,2.92,acidic
O=C(Nc1cccc(OCc2cc(F)cc(F)c2)c1)C1CCN(c2ccncc2)CC1,9.2,basic
O=C(Nc1cccc(OCc2ccc(F)cc2)c1)C1CCN(c2ccccn2)CC1,8.5,basic
O=C(Nc1cccc(OCc2ccc(F)cc2)c1)C1CCN(c2ccncc2)CC1,8.9,basic
O=C(Nc1cccc(OCc2ccc(F)cc2)c1)C1CCN(c2ncccn2)CC1,6,basic
O=C(Nc1cccc(OCc2ccc(F)cc2)c1)C1CCNCC1,9.8,basic
O=C(Nc1cccc(OCc2ccc3c(c2)OCO3)c1)C1CCN(c2ccncc2)CC1,9.1,basic
O=C(Nc1cccc(OCc2cccc(F)c2)c1)C1CCN(c2ccncc2)CC1,9,basic
O=C(Nc1cccc(OCc2ccccc2F)c1)C1CCN(c2ccncc2)CC1,9.2,basic
O=C(Nc1ccccc1)c1cn(-c2ccccc2)c(O)c1O,5.58,acidic
O=C(Nc1ccccc1C(=O)O)c1cccc(S(=O)(=O)N2CCOCC2)c1,3.18,acidic
O=C(Nc1ccccc1C(F)(F)F)c1cn(-c2ccccc2)c(O)c1O,5.87,acidic
O=C(Nc1cccnc1)c1ccccc1,3.8,basic
O=C(O)/C(I)=C/c1ccccc1,3.3,acidic
O=C(O)/C(I)=C\c1ccccc1,2.24,acidic
O=C(O)/C=C(\I)c1ccccc1,3.4,acidic
O=C(O)/C=C/C(=O)c1ccccc1,3.34,acidic
O=C(O)/C=C/SC1CCCCC1,4.7,acidic
O=C(O)/C=C/c1ccc2c(c1)OCO2,4.6,acidic
O=C(O)/C=C/c1cccc(C(F)(F)F)c1,4.6,acidic
O=C(O)/C=C/c1cccc(Cl)c1,4.8,acidic
O=C(O)/C=C/c1ccccc1,4.425,acidic
O=C(O)/C=C/c1ccco1,4.29,acidic
O=C(O)/C=C/c1cccs1,4.25,acidic
O=C(O)/C=C/c1ccoc1,4.31,acidic
O=C(O)/C=C\SC1CCCCC1,4.95,acidic
O=C(O)/C=C\c1cccc(Cl)c1,3.71,acidic
O=C(O)/C=C\c1ccccc1,3.88,acidic
O=C(O)C#COc1ccccc1,3.09,acidic
O=C(O)C#CSc1ccccc1,2.11,acidic
O=C(O)C#Cc1ccccc1,2.26,acidic
O=C(O)C(=O)C(c1ccccc1)c1ccccc1,2.78,acidic
O=C(O)C(=O)Cc1ccccc1,2.68,acidic
O=C(O)C(CO)c1ccccc1,4.23,acidic
O=C(O)C(F)c1ccccc1,2.45,acidic
O=C(O)C(O)c1ccccc1,4.38,acidic
O=C(O)C(c1ccc(-c2ccccc2)cc1)C(O)C1CCCCC1,4.19,acidic
O=C(O)C(c1ccc(-c2ccccc2)cc1)C(O)c1ccccc1,4.25,acidic
O=C(O)C(c1ccc(-c2ccccc2)cc1)C1(O)CCCC1,3.65,acidic
O=C(O)C1(O)CCC1,3.88,acidic
O=C(O)C1(O)CCCC1,4.11,acidic
O=C(O)C1(O)CCCCC1,4.18,acidic
O=C(O)C1(O)CCCCCC1,4.04,acidic
O=C(O)C1(O)c2ccccc2-c2ccccc21,2.92,acidic
O=C(O)C1=C/C=C\C=C/C=C\1,4.4,acidic
O=C(O)C1CC1(Br)Br,3.57,acidic
O=C(O)C1CC1(Cl)Cl,3.51,acidic
O=C(O)C1CCCCC1,4.89,acidic
O=C(O)C1CCCCO1,3.84,acidic
O=C(O)C1CCCC[C@@H]1O,4.74,acidic
O=C(O)C1CCCCn2nnnc21,3.4,acidic
O=C(O)C1CCCN1,10.585,basic
O=C(O)C1CCCOC1,4.25,acidic
O=C(O)C1CCC[C@H](O)C1,4.71,acidic
O=C(O)C1CCCc2ccccc2O1,3.63,acidic
O=C(O)C1CCN1,9.54,basic
O=C(O)C1CCOc2ccc(Cl)cc21,4.9,acidic
O=C(O)C1CCc2ccccc2O1,3.38,acidic
O=C(O)C1COCCO1,3.15,acidic
O=C(O)C1C[C@@H](O)CN1,9.64,basic
O=C(O)C1C[C@@H]1Br,4.09,acidic
O=C(O)C1C[C@@H]1Cl,4.12,acidic
O=C(O)C1C[C@@H]1c1ccc(Cl)cc1,4.53,acidic
O=C(O)C1C[C@@H]1c1cccc(Cl)c1,4.51,acidic
O=C(O)C1C[C@@H]1c1ccccc1,4.68,acidic
O=C(O)C1C[C@@H]2CC[C@H]1C2,5.02,acidic
O=C(O)C1C[C@H](Cc2cccc(F)c2)CN1,10.1,basic
O=C(O)C1C[C@H](Oc2cccc(Cl)c2)CN1,8.9,basic
O=C(O)C1C[C@H]2CC[C@@H]1C2,5.08,acidic
O=C(O)C1Cc2ccccc2O1,3.25,acidic
O=C(O)C1O[C@H](Oc2ccc(-c3ccccc3)cc2)[C@@H](O)[C@H](O)[C@H]1O,3.1,acidic
O=C(O)C1O[C@H](Oc2ccc(Br)cc2)[C@@H](O)[C@H](O)[C@H]1O,3.02,acidic
O=C(O)C1O[C@H](Oc2ccc(I)cc2)[C@@H](O)[C@H](O)[C@H]1O,3.28,acidic
O=C(O)C1O[C@H](Oc2ccc3[nH+]c(O)ccc3c2)[C@@H](O)[C@H](O)[C@H]1O,3.41,acidic
O=C(O)C1SCc2ccccc21,5.32,acidic
O=C(O)C1c2ccccc2-c2ccccc21,2.765,acidic
O=C(O)C1c2ccccc2Oc2ccccc21,3.89,acidic
O=C(O)C=C=Cc1ccccc1,3.7,acidic
O=C(O)C=CCCl,4.14,acidic
O=C(O)CBr,2.87,acidic
O=C(O)CC#Cc1ccccc1,3.44,acidic
O=C(O)CC(F)(F)F,3.06,acidic
O=C(O)CC(O)c1ccccc1,4.4,acidic
O=C(O)CC(c1ccccc1)c1ccccc1Cl,4.7,acidic
O=C(O)CC1CCCCC1,4.8,acidic
O=C(O)CC1CCCCO1,4.39,acidic
O=C(O)CC1NC(=O)c2ccccc2O1,4.9,acidic
O=C(O)CCBr,3.86,acidic
O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,4.46,acidic
O=C(O)CCC(=O)c1ccc2ccccc2c1,4.96,acidic
O=C(O)CCC(=O)c1cccc2ccccc12,4.48,acidic
O=C(O)CCC1CCCCC1,4.91,acidic
O=C(O)CCCC1CCCCC1,4.95,acidic
O=C(O)CCCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1,5.19,acidic
O=C(O)CCCCc1ccccc1,4.88,acidic
O=C(O)CCCO,4.72,acidic
O=C(O)CCCOC(=O)CCCBr,4.6,acidic
O=C(O)CCCP,4.53,acidic
O=C(O)CCC[C@@H]1c2ccccc2C[C@H]1NC(=O)c1cc2cc(F)ccc2[nH]1,4.24,acidic
O=C(O)CCCc1c[nH]c2ccccc12,4.82,acidic
O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,5.8,acidic
O=C(O)CCCc1ccccc1,4.78,acidic
O=C(O)CCCc1cccs1,4.54,acidic
O=C(O)CCCl,4.04,acidic
O=C(O)CCP,4.23,acidic
O=C(O)CC[C@H]1CC[C@H](O)CC1,4.86,acidic
O=C(O)CCc1c[nH]c2ccccc12,4.87,acidic
O=C(O)CCc1ccc(Br)cc1,4.33,acidic
O=C(O)CCc1ccc(Cl)cc1,4.65,acidic
O=C(O)CCc1ccccc1,4.615,acidic
O=C(O)CCc1ccco1,4.36,acidic
O=C(O)CCc1cccs1,4.34,acidic
O=C(O)CCc1ccoc1,4.44,acidic
O=C(O)CCc1ccsc1,4.45,acidic
O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,5.05,acidic
O=C(O)CCc1nnnn1-c1ccccc1,5,acidic
O=C(O)CCl,2.85,acidic
O=C(O)CF,2.61,acidic
O=C(O)CI,3.16,acidic
O=C(O)CN(Cc1ccccc1)S(=O)(=O)c1ccc(OC(F)F)cc1,3.4,acidic
O=C(O)CN1C(=O)c2cccc3cccc(c23)C1=O,4.8,acidic
O=C(O)CN1CCCCC1,10.35,basic
O=C(O)CO,3.67,acidic
O=C(O)COc1cc2c(c(Cl)c1Cl)=C1CC(=O)CCC1(C1CCCC1)C=2,3.83,acidic
O=C(O)COc1cc2c(c(Cl)c1Cl)C(=O)C(C1CCCC1)C2,3.9,acidic
O=C(O)COc1cc2c(c(Cl)c1Cl)C(=O)C(CC1CCCC1)C2,3.8,acidic
O=C(O)COc1ccccc1,3.175,acidic
O=C(O)CP,4.07,acidic
O=C(O)CS/C=C/c1ccccc1,3.5,acidic
O=C(O)CSCCc1ccccc1,3.8,acidic
O=C(O)CSCc1ccccc1,3.73,acidic
O=C(O)CSc1ccccc1,3.52,acidic
O=C(O)C[C@@H]1c2ccccc2C[C@H]1NC(=O)c1cc2cc(F)ccc2[nH]1,3.95,acidic
O=C(O)C[C@]1(O)C[C@@H]2C=C[C@H]1C2,4.36,acidic
O=C(O)C[C@]1(O)C[C@@H]2CC[C@H]1C2,4.46,acidic
O=C(O)C[C@]1(O)C[C@H]2C=C[C@@H]1C2,4.36,acidic
O=C(O)C[C@]1(O)C[C@H]2CC[C@@H]1C2,4.57,acidic
O=C(O)Cc1c(-c2ccccc2)ccc2ccccc12,6.9,acidic
O=C(O)Cc1c[nH]c2ccccc12,4.39,acidic
O=C(O)Cc1cc(-c2ccccc2)c2ccccc2c1,7,acidic
O=C(O)Cc1cc(-c2ccccc2)cc2ccccc12,6.7,acidic
O=C(O)Cc1cc(F)ccc1Nc1c(Cl)cccc1Cl,4.02,acidic
O=C(O)Cc1cc2ccccc2cc1-c1ccccc1,7.1,acidic
O=C(O)Cc1ccc(-c2ccccc2)c2ccccc12,6.8,acidic
O=C(O)Cc1ccc(Cl)s1,3.89,acidic
O=C(O)Cc1ccc2c(-c3ccccc3)cccc2c1,6.6,acidic
O=C(O)Cc1ccc2cc(-c3ccccc3)ccc2c1,6.6,acidic
O=C(O)Cc1ccc2ccc(-c3ccccc3)cc2c1,6.7,acidic
O=C(O)Cc1ccc2cccc(-c3ccccc3)c2c1,6.8,acidic
O=C(O)Cc1ccc2ccccc2c1,4.26,acidic
O=C(O)Cc1ccc2ccccc2c1-c1ccccc1,7.2,acidic
O=C(O)Cc1cccc2c(-c3ccccc3)cccc12,6.7,acidic
O=C(O)Cc1cccc2cc(-c3ccccc3)ccc12,6.9,acidic
O=C(O)Cc1cccc2ccc(-c3ccccc3)cc12,6.9,acidic
O=C(O)Cc1cccc2ccccc12,4.24,acidic
O=C(O)Cc1cccc2oc(-c3ccc(Cl)cc3)nc12,6.1,acidic
